GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G2601110,1850,Michigan,260,Midland,1110,Midland,65,64,1,0
G2601150,1850,Michigan,260,Monroe,1150,Monroe,14698,14642,56,0
G2601170,1850,Michigan,260,Montcalm,1170,Montcalm,891,891,0,0
G2601230,1850,Michigan,260,Newaygo,1230,Newaygo,510,509,1,0
G2601250,1850,Michigan,260,Oakland,1250,Oakland,31270,31206,64,0
G2601270,1850,Michigan,260,Oceana,1270,Oceana,300,281,19,0
G2601310,1850,Michigan,260,Ontonagon,1310,Ontonagon,389,383,6,0
G2601390,1850,Michigan,260,Ottawa,1390,Ottawa,5587,5548,39,0
G2601450,1850,Michigan,260,Saginaw,1450,Saginaw,2609,2609,0,0
G2601470,1850,Michigan,260,St Clair,1470,St Clair,10420,10396,24,0
G2601490,1850,Michigan,260,St Joseph,1490,St Joseph,12725,12699,26,0
G2601510,1850,Michigan,260,Sanilac,1510,Sanilac,2112,2112,0,0
G2601530,1850,Michigan,260,Schoolcraft,1530,Schoolcraft,16,16,0,0
G2601550,1850,Michigan,260,Shiawassee,1550,Shiawassee,5230,5230,0,0
G2601570,1850,Michigan,260,Tuscola,1570,Tuscola,291,291,0,0
G2601590,1850,Michigan,260,Van Buren,1590,Van Buren,5800,5786,14,0
G2601610,1850,Michigan,260,Washtenaw,1610,Washtenaw,28567,28336,231,0
G2601630,1850,Michigan,260,Wayne,1630,Wayne,42756,42032,724,0
G2750015,1850,Minnesota Territory,275,Benton,15,Benton,418,416,2,0
G2750035,1850,Minnesota Territory,275,Dakotah,35,Dakotah,584,582,2,0
G2750055,1850,Minnesota Territory,275,Itasca,55,Itasca,97,97,0,0
G2750075,1850,Minnesota Territory,275,Mankahta,75,Mankahta,158,158,0,0
G2750095,1850,Minnesota Territory,275,Pembina,95,Pembina,1134,1134,0,0
G2750115,1850,Minnesota Territory,275,Ramsey,115,Ramsey,2227,2197,30,0
G2750135,1850,Minnesota Territory,275,Wabasha,135,Wabasha,243,242,1,0
G2750155,1850,Minnesota Territory,275,Wahnahta,155,Wahnahta,160,160,0,0
G2750165,1850,Minnesota Territory,275,Wahnahta-Mankahta [multi-county reporting area],165,Wahnahta-Mankahta (multi-county reporting area),,,,
G2750175,1850,Minnesota Territory,275,Washington,175,Washington,1056,1052,4,0
G2800010,1850,Mississippi,280,Adams,10,Adams,18601,3948,258,14395
G2800050,1850,Mississippi,280,Amite,50,Amite,9694,3641,3,6050
G2800070,1850,Mississippi,280,Attala,70,Attala,10991,7571,8,3412
G2800110,1850,Mississippi,280,Bolivar,110,Bolivar,2577,395,2,2180
G2800150,1850,Mississippi,280,Carroll,150,Carroll,18491,8653,26,9812
G2800170,1850,Mississippi,280,Chickasaw,170,Chickasaw,16369,9887,2,6480
G2800190,1850,Mississippi,280,Choctaw,190,Choctaw,11402,8420,4,2978
G2800210,1850,Mississippi,280,Claiborne,210,Claiborne,14941,3449,42,11450
G2800230,1850,Mississippi,280,Clarke,230,Clarke,5477,3823,6,1648
G2800270,1850,Mississippi,280,Coahoma,270,Coahoma,2780,1387,2,1391
G2800290,1850,Mississippi,280,Copiah,290,Copiah,11794,6303,11,5480
G2800310,1850,Mississippi,280,Covington,310,Covington,3338,2222,2,1114
G2800330,1850,Mississippi,280,DeSoto,330,De Soto,19042,9487,2,9553
G2800370,1850,Mississippi,280,Franklin,370,Franklin,5904,2540,14,3350
G2800410,1850,Mississippi,280,Greene,410,Greene,2018,1379,1,638
G2800450,1850,Mississippi,280,Hancock,450,Hancock,3672,2444,12,1216
G2800470,1850,Mississippi,280,Harrison,470,Harrison,4875,3378,56,1441
G2800490,1850,Mississippi,280,Hinds,490,Hinds,25340,8690,25,16625
G2800510,1850,Mississippi,280,Holmes,510,Holmes,13928,5547,4,8377
G2800550,1850,Mississippi,280,Issaquena,550,Issaquena,4478,366,7,4105
G2800570,1850,Mississippi,280,Itawamba,570,Itawamba,13528,11395,6,2127
G2800590,1850,Mississippi,280,Jackson,590,Jackson,3196,2266,105,825
G2800610,1850,Mississippi,280,Jasper,610,Jasper,6184,4293,4,1887
G2800630,1850,Mississippi,280,Jefferson,630,Jefferson,13193,2634,66,10493
G2800670,1850,Mississippi,280,Jones,670,Jones,2164,1887,3,274
G2800690,1850,Mississippi,280,Kemper,690,Kemper,12517,7138,1,5378
G2800710,1850,Mississippi,280,Lafayette,710,Lafayette,14069,8346,4,5719
G2800750,1850,Mississippi,280,Lauderdale,750,Lauderdale,8717,6052,4,2661
G2800770,1850,Mississippi,280,Lawrence,770,Lawrence,6478,3549,0,2929
G2800790,1850,Mississippi,280,Leake,790,Leake,5533,3982,2,1549
G2800870,1850,Mississippi,280,Lowndes,870,Lowndes,19544,6523,28,12993
G2800890,1850,Mississippi,280,Madison,890,Madison,18173,4328,2,13843
G2800910,1850,Mississippi,280,Marion,910,Marion,4410,2215,0,2195
G2800930,1850,Mississippi,280,Marshall,930,Marshall,29689,14271,1,15417
G2800950,1850,Mississippi,280,Monroe,950,Monroe,21172,9418,37,11717
G2800990,1850,Mississippi,280,Neshoba,990,Neshoba,4728,3393,0,1335
G2801010,1850,Mississippi,280,Newton,1010,Newton,4465,3432,1,1032
G2801030,1850,Mississippi,280,Noxubee,1030,Noxubee,16299,4976,0,11323
G2801050,1850,Mississippi,280,Oktibbeha,1050,Oktibbeha,9171,4309,18,4844
G2801070,1850,Mississippi,280,Panola,1070,Panola,11444,5021,3,6420
G2801110,1850,Mississippi,280,Perry,1110,Perry,2438,1679,10,749
G2801130,1850,Mississippi,280,Pike,1130,Pike,7360,4225,33,3102
G2801150,1850,Mississippi,280,Pontotoc,1150,Pontotoc,17112,12136,8,4968
G2801210,1850,Mississippi,280,Rankin,1210,Rankin,7227,3940,11,3276
G2801230,1850,Mississippi,280,Scott,1230,Scott,3961,2778,1,1182
G2801270,1850,Mississippi,280,Simpson,1270,Simpson,4734,3190,3,1541
G2801290,1850,Mississippi,280,Smith,1290,Smith,4071,3073,0,998
G2801330,1850,Mississippi,280,Sunflower,1330,Sunflower,1102,348,0,754
G2801350,1850,Mississippi,280,Tallahatchie,1350,Tallahatchie,4643,2096,0,2547
G2801390,1850,Mississippi,280,Tippah,1390,Tippah,20741,15807,6,4928
G2801410,1850,Mississippi,280,Tishomingo,1410,Tishomingo,15490,13528,1,1961
G2801430,1850,Mississippi,280,Tunica,1430,Tunica,1314,396,1,917
G2801490,1850,Mississippi,280,Warren,1490,Warren,18120,5996,28,12096
G2801510,1850,Mississippi,280,Washington,1510,Washington,8389,546,7,7836
G2801530,1850,Mississippi,280,Wayne,1530,Wayne,2892,1499,0,1393
G2801570,1850,Mississippi,280,Wilkinson,1570,Wilkinson,16914,3624,30,13260
G2801590,1850,Mississippi,280,Winston,1590,Winston,7956,5178,10,2768
G2801610,1850,Mississippi,280,Yalobusha,1610,Yalobusha,17258,8652,9,8597
G2801630,1850,Mississippi,280,Yazoo,1630,Yazoo,14418,4069,0,10349
G2900010,1850,Missouri,290,Adair,10,Adair,2342,2283,8,51
G2900030,1850,Missouri,290,Andrew,30,Andrew,9433,8757,14,662
G2900050,1850,Missouri,290,Atchison,50,Atchison,1678,1641,7,30
G2900070,1850,Missouri,290,Audrain,70,Audrain,3506,3048,1,457
G2900090,1850,Missouri,290,Barry,90,Barry,3467,3317,0,150
G2900130,1850,Missouri,290,Bates,130,Bates,3669,3520,8,141
G2900150,1850,Missouri,290,Benton,150,Benton,5015,4547,8,460
G2900190,1850,Missouri,290,Boone,190,Boone,14979,11300,13,3666
G2900210,1850,Missouri,290,Buchanan,210,Buchanan,12975,12072,1,902
G2900230,1850,Missouri,290,Butler,230,Butler,1616,1563,0,53
G2900250,1850,Missouri,290,Caldwell,250,Caldwell,2316,2176,4,136
G2900270,1850,Missouri,290,Callaway,270,Callaway,13827,9895,25,3907
G2900290,1850,Missouri,290,Camden,290,Camden,2338,2208,0,130
G2900310,1850,Missouri,290,Cape Girardeau,310,Cape Girardeau,13912,12203,35,1674
G2900330,1850,Missouri,290,Carroll,330,Carroll,5441,4812,8,621
G2900370,1850,Missouri,290,Cass,370,Cass,6090,5610,2,478
G2900390,1850,Missouri,290,Cedar,390,Cedar,3361,3278,1,82
G2900410,1850,Missouri,290,Chariton,410,Chariton,7514,5685,51,1778
G2900450,1850,Missouri,290,Clark,450,Clark,5527,5013,10,504
G2900470,1850,Missouri,290,Clay,470,Clay,10332,7585,5,2742
G2900490,1850,Missouri,290,Clinton,490,Clinton,3786,3346,1,439
G2900510,1850,Missouri,290,Cole,510,Cole,6696,5699,18,979
G2900530,1850,Missouri,290,Cooper,530,Cooper,12950,9837,22,3091
G2900550,1850,Missouri,290,Crawford,550,Crawford,6397,6112,0,285
G2900570,1850,Missouri,290,Dade,570,Dade,4246,3971,6,269
G2900590,1850,Missouri,290,Dallas,590,Dallas,3648,3552,8,88
G2900610,1850,Missouri,290,Daviess,610,Daviess,5298,5056,1,241
G2900630,1850,Missouri,290,DeKalb,630,De Kalb,2075,2010,0,65
G2900655,1850,Missouri,290,Dodge,655,Dodge,375,373,0,2
G2900690,1850,Missouri,290,Dunklin,690,Dunklin,1229,1205,11,13
G2900710,1850,Missouri,290,Franklin,710,Franklin,11021,9542,20,1459
G2900730,1850,Missouri,290,Gasconade,730,Gasconade,4996,4884,0,112
G2900750,1850,Missouri,290,Gentry,750,Gentry,4248,4195,3,50
G2900770,1850,Missouri,290,Greene,770,Greene,12785,11548,7,1230
G2900790,1850,Missouri,290,Grundy,790,Grundy,3006,2856,1,149
G2900810,1850,Missouri,290,Harrison,810,Harrison,2447,2434,0,13
G2900830,1850,Missouri,290,Henry,830,Henry,4052,3377,3,672
G2900850,1850,Missouri,290,Hickory,850,Hickory,2329,2143,1,185
G2900870,1850,Missouri,290,Holt,870,Holt,3957,3827,3,127
G2900890,1850,Missouri,290,Howard,890,Howard,13969,9039,40,4890
G2900950,1850,Missouri,290,Jackson,950,Jackson,14000,10990,41,2969
G2900970,1850,Missouri,290,Jasper,970,Jasper,4223,4009,1,213
G2900990,1850,Missouri,290,Jefferson,990,Jefferson,6928,6407,9,512
G2901010,1850,Missouri,290,Johnson,1010,Johnson,7464,6573,12,879
G2901030,1850,Missouri,290,Knox,1030,Knox,2894,2626,2,266
G2901050,1850,Missouri,290,Laclede,1050,Laclede,2498,2357,1,140
G2901070,1850,Missouri,290,Lafayette,1070,Lafayette,13690,9005,70,4615
G2901090,1850,Missouri,290,Lawrence,1090,Lawrence,4859,4608,3,248
G2901110,1850,Missouri,290,Lewis,1110,Lewis,6578,5357,15,1206
G2901130,1850,Missouri,290,Lincoln,1130,Lincoln,9421,7389,5,2027
G2901150,1850,Missouri,290,Linn,1150,Linn,4058,3679,2,377
G2901170,1850,Missouri,290,Livingston,1170,Livingston,4247,3933,6,308
G2901190,1850,Missouri,290,McDonald,1190,Mcdonald,2236,2132,21,83
G2901210,1850,Missouri,290,Macon,1210,Macon,6565,6262,0,303
G2901230,1850,Missouri,290,Madison,1230,Madison,6003,5278,29,696
G2901270,1850,Missouri,290,Marion,1270,Marion,12230,9322,76,2832
G2901290,1850,Missouri,290,Mercer,1290,Mercer,2691,2671,6,14
G2901310,1850,Missouri,290,Miller,1310,Miller,3834,3645,0,189
G2901330,1850,Missouri,290,Mississippi,1330,Mississippi,3123,2373,4,746
G2901350,1850,Missouri,290,Moniteau,1350,Moniteau,6004,5434,4,566
G2901370,1850,Missouri,290,Monroe,1370,Monroe,10541,8461,32,2048
G2901390,1850,Missouri,290,Montgomery,1390,Montgomery,5489,4449,3,1037
G2901410,1850,Missouri,290,Morgan,1410,Morgan,4650,4192,5,453
G2901430,1850,Missouri,290,New Madrid,1430,New Madrid,5541,4053,7,1481
G2901450,1850,Missouri,290,Newton,1450,Newton,4268,4012,15,241
G2901470,1850,Missouri,290,Nodaway,1470,Nodaway,2118,2048,0,70
G2901490,1850,Missouri,290,Oregon,1490,Oregon,1432,1392,22,18
G2901510,1850,Missouri,290,Osage,1510,Osage,6704,6434,0,270
G2901530,1850,Missouri,290,Ozark,1530,Ozark,2294,2279,0,15
G2901570,1850,Missouri,290,Perry,1570,Perry,7215,6395,26,794
G2901590,1850,Missouri,290,Pettis,1590,Pettis,5150,4261,5,884
G2901630,1850,Missouri,290,Pike,1630,Pike,13609,10299,35,3275
G2901650,1850,Missouri,290,Platte,1650,Platte,16845,13996,51,2798
G2901670,1850,Missouri,290,Polk,1670,Polk,6186,5804,13,369
G2901690,1850,Missouri,290,Pulaski,1690,Pulaski,3998,3885,0,113
G2901710,1850,Missouri,290,Putnam,1710,Putnam,1636,1617,0,19
G2901730,1850,Missouri,290,Ralls,1730,Ralls,6151,4775,8,1368
G2901750,1850,Missouri,290,Randolph,1750,Randolph,9439,7262,21,2156
G2901770,1850,Missouri,290,Ray,1770,Ray,10373,8833,26,1514
G2901790,1850,Missouri,290,Reynolds,1790,Reynolds,1849,1824,0,25
G2901810,1850,Missouri,290,Ripley,1810,Ripley,2830,2731,13,86
G2901830,1850,Missouri,290,St Charles,1830,St Charles,11454,9492,13,1949
G2901850,1850,Missouri,290,St Clair,1850,St Clair,3556,3107,1,448
G2901860,1850,Missouri,290,Ste Genevieve,1860,Ste Genevieve,5313,4636,61,616
G2901870,1850,Missouri,290,St Francois,1870,St Francois,4964,4233,51,680
G2901890,1850,Missouri,290,St Louis,1890,St Louis,104978,97541,1470,5967
G2901950,1850,Missouri,290,Saline,1950,Saline,8843,6105,19,2719
G2901970,1850,Missouri,290,Schuyler,1970,Schuyler,3287,3230,2,55
G2901990,1850,Missouri,290,Scotland,1990,Scotland,3782,3631,0,151
G2902010,1850,Missouri,290,Scott,2010,Scott,3182,2773,16,393
G2902030,1850,Missouri,290,Shannon,2030,Shannon,1199,1190,0,9
G2902050,1850,Missouri,290,Shelby,2050,Shelby,4253,3744,11,498
G2902070,1850,Missouri,290,Stoddard,2070,Stoddard,4277,4221,6,50
G2902110,1850,Missouri,290,Sullivan,2110,Sullivan,2983,2895,0,88
G2902130,1850,Missouri,290,Taney,2130,Taney,4373,4274,0,99
G2902150,1850,Missouri,290,Texas,2150,Texas,2312,2270,0,42
G2902190,1850,Missouri,290,Warren,2190,Warren,5860,4921,4,935
G2902210,1850,Missouri,290,Washington,2210,Washington,8811,7713,23,1075
G2902230,1850,Missouri,290,Wayne,2230,Wayne,4518,4152,6,360
G2902290,1850,Missouri,290,Wright,2290,Wright,3387,3305,0,82
G3300010,1850,New Hampshire,330,Belknap,10,Belknap,17721,17692,29,0
G3300030,1850,New Hampshire,330,Carroll,30,Carroll,20157,20155,2,0
G3300050,1850,New Hampshire,330,Cheshire,50,Cheshire,30144,30116,28,0
G3300070,1850,New Hampshire,330,Coos,70,Coos,11853,11849,4,0
G3300090,1850,New Hampshire,330,Grafton,90,Grafton,42343,42316,27,0
G3300110,1850,New Hampshire,330,Hillsborough,110,Hillsborough,57478,57359,119,0
G3300130,1850,New Hampshire,330,Merrimack,130,Merrimack,40337,40244,93,0
G3300150,1850,New Hampshire,330,Rockingham,150,Rockingham,49194,49067,127,0
G3300170,1850,New Hampshire,330,Strafford,170,Strafford,29374,29324,50,0
G3300190,1850,New Hampshire,330,Sullivan,190,Sullivan,19375,19334,41,0
G3400010,1850,New Jersey,340,Atlantic,10,Atlantic,8961,8743,217,1
G3400030,1850,New Jersey,340,Bergen,30,Bergen,14725,13060,1624,41
G3400050,1850,New Jersey,340,Burlington,50,Burlington,43203,41094,2109,0
G3400070,1850,New Jersey,340,Camden,70,Camden,25422,23192,2230,0
G3400090,1850,New Jersey,340,Cape May,90,Cape May,6433,6186,247,0
G3400110,1850,New Jersey,340,Cumberland,110,Cumberland,17189,16059,1130,0
G3400130,1850,New Jersey,340,Essex,130,Essex,73950,71616,2328,6
G3400150,1850,New Jersey,340,Gloucester,150,Gloucester,14655,14035,620,0
G3400170,1850,New Jersey,340,Hudson,170,Hudson,21822,21319,500,3
G3400190,1850,New Jersey,340,Hunterdon,190,Hunterdon,28990,28173,808,9
G3400210,1850,New Jersey,340,Mercer,210,Mercer,27992,25950,2036,6
G3400230,1850,New Jersey,340,Middlesex,230,Middlesex,28635,27255,1369,11
G3400250,1850,New Jersey,340,Monmouth,250,Monmouth,30313,27915,2323,75
G3400270,1850,New Jersey,340,Morris,270,Morris,30158,29131,1008,19
G3400290,1850,New Jersey,340,Ocean,290,Ocean,10032,9892,140,0
G3400310,1850,New Jersey,340,Passaic,310,Passaic,22569,21923,615,31
G3400330,1850,New Jersey,340,Salem,330,Salem,19467,17392,2075,0
G3400350,1850,New Jersey,340,Somerset,350,Somerset,19692,17950,1711,31
G3400370,1850,New Jersey,340,Sussex,370,Sussex,22989,22648,340,1
G3400410,1850,New Jersey,340,Warren,410,Warren,22358,21976,380,2
G3550035,1850,New Mexico Territory,355,Bernalillo,35,Bernalillo,7751,7749,2,0
G3550315,1850,New Mexico Territory,355,Rio Arriba,315,Rio Arriba,10668,10667,1,0
G3550395,1850,New Mexico Territory,355,San Miguel,395,San Miguel,7074,7070,4,0
G3550415,1850,New Mexico Territory,355,Santa Anna,415,Santa Anna,4645,4644,1,0
G3550435,1850,New Mexico Territory,355,Santa Fe,435,Santa Fe,7713,7699,14,0
G3550495,1850,New Mexico Territory,355,Taos,495,Taos,9507,9507,0,0
G3550555,1850,New Mexico Territory,355,Valencia,555,Valencia,14189,14189,0,0
G3600010,1850,New York,360,Albany,10,Albany,93279,92085,1194,0
G3600030,1850,New York,360,Allegany,30,Allegany,37808,37680,128,0
G3600070,1850,New York,360,Broome,70,Broome,30660,30229,431,0
G3600090,1850,New York,360,Cattaraugus,90,Cattaraugus,38950,38848,102,0
G3600110,1850,New York,360,Cayuga,110,Cayuga,55458,54915,543,0
G3600130,1850,New York,360,Chautauqua,130,Chautauqua,50493,50353,140,0
G3600150,1850,New York,360,Chemung,150,Chemung,28821,28535,286,0
G3600170,1850,New York,360,Chenango,170,Chenango,40311,40047,264,0
G3600190,1850,New York,360,Clinton,190,Clinton,40047,39935,112,0
G3600210,1850,New York,360,Columbia,210,Columbia,43073,41761,1312,0
G3600230,1850,New York,360,Cortland,230,Cortland,25140,25098,42,0
G3600250,1850,New York,360,Delaware,250,Delaware,39834,39633,201,0
G3600270,1850,New York,360,Dutchess,270,Dutchess,58992,57022,1970,0
G3600290,1850,New York,360,Erie,290,Erie,100993,100168,825,0
G3600310,1850,New York,360,Essex,310,Essex,31148,31098,50,0
G3600330,1850,New York,360,Franklin,330,Franklin,25102,25040,62,0
G3600350,1850,New York,360,Fulton,350,Fulton,20171,20069,102,0
G3600370,1850,New York,360,Genesee,370,Genesee,28488,28411,77,0
G3600390,1850,New York,360,Greene,390,Greene,33126,32231,895,0
G3600410,1850,New York,360,Hamilton,410,Hamilton,2188,2186,2,0
G3600430,1850,New York,360,Herkimer,430,Herkimer,38244,38041,203,0
G3600450,1850,New York,360,Jefferson,450,Jefferson,68153,67962,191,0
G3600470,1850,New York,360,Kings,470,Kings,138882,134817,4065,0
G3600490,1850,New York,360,Lewis,490,Lewis,24564,24522,42,0
G3600510,1850,New York,360,Livingston,510,Livingston,40875,40666,209,0
G3600530,1850,New York,360,Madison,530,Madison,43072,42774,298,0
G3600550,1850,New York,360,Monroe,550,Monroe,87650,86951,699,0
G3600570,1850,New York,360,Montgomery,570,Montgomery,31992,31518,474,0
G3600610,1850,New York,360,New York,610,New York,515547,501732,13815,0
G3600630,1850,New York,360,Niagara,630,Niagara,42276,41959,317,0
G3600650,1850,New York,360,Oneida,650,Oneida,99566,98894,672,0
G3600670,1850,New York,360,Onondaga,670,Onondaga,85890,85277,613,0
G3600690,1850,New York,360,Ontario,690,Ontario,43929,43319,610,0
G3600710,1850,New York,360,Orange,710,Orange,57145,54681,2464,0
G3600730,1850,New York,360,Orleans,730,Orleans,28501,28393,108,0
G3600750,1850,New York,360,Oswego,750,Oswego,62198,61983,215,0
G3600770,1850,New York,360,Otsego,770,Otsego,48638,48463,175,0
G3600790,1850,New York,360,Putnam,790,Putnam,14138,14000,138,0
G3600810,1850,New York,360,Queens,810,Queens,36833,33382,3451,0
G3600830,1850,New York,360,Rensselaer,830,Rensselaer,73363,72344,1019,0
G3600850,1850,New York,360,Richmond,850,Richmond,15061,14471,590,0
G3600870,1850,New York,360,Rockland,870,Rockland,16962,16366,596,0
G3600890,1850,New York,360,St Lawrence,890,St Lawrence,68617,68578,39,0
G3600910,1850,New York,360,Saratoga,910,Saratoga,45646,45028,618,0
G3600930,1850,New York,360,Schenectady,930,Schenectady,20054,19666,388,0
G3600950,1850,New York,360,Schoharie,950,Schoharie,33548,33070,478,0
G3600990,1850,New York,360,Seneca,990,Seneca,25441,25260,181,0
G3601010,1850,New York,360,Steuben,1010,Steuben,63771,63400,371,0
G3601030,1850,New York,360,Suffolk,1030,Suffolk,36922,34805,2117,0
G3601050,1850,New York,360,Sullivan,1050,Sullivan,25088,24988,100,0
G3601070,1850,New York,360,Tioga,1070,Tioga,24880,24683,197,0
G3601090,1850,New York,360,Tompkins,1090,Tompkins,38746,38421,325,0
G3601110,1850,New York,360,Ulster,1110,Ulster,59384,57799,1585,0
G3601130,1850,New York,360,Warren,1130,Warren,17199,17153,46,0
G3601150,1850,New York,360,Washington,1150,Washington,44750,44400,350,0
G3601170,1850,New York,360,Wayne,1170,Wayne,44953,44685,268,0
G3601190,1850,New York,360,Westchester,1190,Westchester,58263,56188,2075,0
G3601210,1850,New York,360,Wyoming,1210,Wyoming,31981,31917,64,0
G3601230,1850,New York,360,Yates,1230,Yates,20590,20425,165,0
G3700010,1850,North Carolina,370,Alamance,10,Alamance,11444,7921,327,3196
G3700030,1850,North Carolina,370,Alexander,30,Alexander,5220,4653,24,543
G3700070,1850,North Carolina,370,Anson,70,Anson,13489,6554,103,6832
G3700090,1850,North Carolina,370,Ashe,90,Ashe,8777,8096,86,595
G3700130,1850,North Carolina,370,Beaufort,130,Beaufort,13816,7664,903,5249
G3700150,1850,North Carolina,370,Bertie,150,Bertie,12851,5335,322,7194
G3700170,1850,North Carolina,370,Bladen,170,Bladen,9767,5049,360,4358
G3700190,1850,North Carolina,370,Brunswick,190,Brunswick,7272,3651,319,3302
G3700210,1850,North Carolina,370,Buncombe,210,Buncombe,13425,11601,107,1717
G3700230,1850,North Carolina,370,Burke,230,Burke,7772,5477,163,2132
G3700250,1850,North Carolina,370,Cabarrus,250,Cabarrus,9747,6942,120,2685
G3700270,1850,North Carolina,370,Caldwell,270,Caldwell,6317,5005,109,1203
G3700290,1850,North Carolina,370,Camden,290,Camden,6049,3565,297,2187
G3700310,1850,North Carolina,370,Carteret,310,Carteret,6939,5166,150,1623
G3700330,1850,North Carolina,370,Caswell,330,Caswell,15269,7076,423,7770
G3700350,1850,North Carolina,370,Catawba,350,Catawba,8862,7275,18,1569
G3700370,1850,North Carolina,370,Chatham,370,Chatham,18449,12161,303,5985
G3700390,1850,North Carolina,370,Cherokee,390,Cherokee,6838,6493,8,337
G3700410,1850,North Carolina,370,Chowan,410,Chowan,6721,2939,109,3673
G3700450,1850,North Carolina,370,Cleveland,450,Cleveland,10396,8591,58,1747
G3700470,1850,North Carolina,370,Columbus,470,Columbus,5909,4255,151,1503
G3700490,1850,North Carolina,370,Craven,490,Craven,14709,7220,1538,5951
G3700510,1850,North Carolina,370,Cumberland,510,Cumberland,20610,12447,946,7217
G3700530,1850,North Carolina,370,Currituck,530,Currituck,7236,4599,190,2447
G3700570,1850,North Carolina,370,Davidson,570,Davidson,15320,12137,191,2992
G3700590,1850,North Carolina,370,Davie,590,Davie,7866,5612,83,2171
G3700610,1850,North Carolina,370,Duplin,610,Duplin,13514,7162,345,6007
G3700650,1850,North Carolina,370,Edgecombe,650,Edgecombe,17189,8359,283,8547
G3700670,1850,North Carolina,370,Forsyth,670,Forsyth,11168,9661,154,1353
G3700690,1850,North Carolina,370,Franklin,690,Franklin,11713,5643,563,5507
G3700710,1850,North Carolina,370,Gaston,710,Gaston,8073,5935,26,2112
G3700730,1850,North Carolina,370,Gates,730,Gates,8426,4159,396,3871
G3700770,1850,North Carolina,370,Granville,770,Granville,21249,10294,1090,9865
G3700790,1850,North Carolina,370,Greene,790,Greene,6619,3259,116,3244
G3700810,1850,North Carolina,370,Guilford,810,Guilford,19754,15874,694,3186
G3700830,1850,North Carolina,370,Halifax,830,Halifax,16589,5765,1870,8954
G3700870,1850,North Carolina,370,Haywood,870,Haywood,7074,6641,15,418
G3700890,1850,North Carolina,370,Henderson,890,Henderson,6853,5892,37,924
G3700910,1850,North Carolina,370,Hertford,910,Hertford,8142,3553,873,3716
G3700950,1850,North Carolina,370,Hyde,950,Hyde,7636,4756,253,2627
G3700970,1850,North Carolina,370,Iredell,970,Iredell,14719,10547,30,4142
G3701010,1850,North Carolina,370,Johnston,1010,Johnston,13726,8879,184,4663
G3701030,1850,North Carolina,370,Jones,1030,Jones,5038,2139,142,2757
G3701070,1850,North Carolina,370,Lenoir,1070,Lenoir,7828,3567,145,4116
G3701090,1850,North Carolina,370,Lincoln,1090,Lincoln,7746,5655,36,2055
G3701110,1850,North Carolina,370,McDowell,1110,Mcdowell,6246,4771,213,1262
G3701130,1850,North Carolina,370,Macon,1130,Macon,6389,5734,106,549
G3701170,1850,North Carolina,370,Martin,1170,Martin,8307,4617,323,3367
G3701190,1850,North Carolina,370,Mecklenburg,1190,Mecklenburg,13914,8285,156,5473
G3701230,1850,North Carolina,370,Montgomery,1230,Montgomery,6872,5055,44,1773
G3701250,1850,North Carolina,370,Moore,1250,Moore,9342,7196,170,1976
G3701270,1850,North Carolina,370,Nash,1270,Nash,10657,5972,629,4056
G3701290,1850,North Carolina,370,New Hanover,1290,New Hanover,17668,8201,886,8581
G3701310,1850,North Carolina,370,Northampton,1310,Northampton,13335,5994,830,6511
G3701330,1850,North Carolina,370,Onslow,1330,Onslow,8283,5003,172,3108
G3701350,1850,North Carolina,370,Orange,1350,Orange,17055,11330,481,5244
G3701390,1850,North Carolina,370,Pasquotank,1390,Pasquotank,8950,4610,1235,3105
G3701430,1850,North Carolina,370,Perquimans,1430,Perquimans,7332,3630,450,3252
G3701450,1850,North Carolina,370,Person,1450,Person,10781,5593,295,4893
G3701470,1850,North Carolina,370,Pitt,1470,Pitt,13397,6664,100,6633
G3701510,1850,North Carolina,370,Randolph,1510,Randolph,15832,13787,405,1640
G3701530,1850,North Carolina,370,Richmond,1530,Richmond,9818,4889,225,4704
G3701550,1850,North Carolina,370,Robeson,1550,Robeson,12826,7231,1230,4365
G3701570,1850,North Carolina,370,Rockingham,1570,Rockingham,14495,8747,419,5329
G3701590,1850,North Carolina,370,Rowan,1590,Rowan,13870,9900,116,3854
G3701610,1850,North Carolina,370,Rutherford,1610,Rutherford,13550,10425,220,2905
G3701630,1850,North Carolina,370,Sampson,1630,Sampson,14585,8423,477,5685
G3701670,1850,North Carolina,370,Stanly,1670,Stanly,6922,5437,49,1436
G3701690,1850,North Carolina,370,Stokes,1690,Stokes,9206,7264,149,1793
G3701710,1850,North Carolina,370,Surry,1710,Surry,18443,16159,284,2000
G3701770,1850,North Carolina,370,Tyrrell,1770,Tyrrell,5133,3301,130,1702
G3701790,1850,North Carolina,370,Union,1790,Union,10051,8018,51,1982
G3701830,1850,North Carolina,370,Wake,1830,Wake,24888,14173,1306,9409
G3701850,1850,North Carolina,370,Warren,1850,Warren,13912,4601,444,8867
G3701870,1850,North Carolina,370,Washington,1870,Washington,5664,3209,240,2215
G3701890,1850,North Carolina,370,Watauga,1890,Watauga,3400,3242,29,129
G3701910,1850,North Carolina,370,Wayne,1910,Wayne,13486,7801,665,5020
G3701930,1850,North Carolina,370,Wilkes,1930,Wilkes,12099,10733,224,1142
